seqno,inning,half,pitch_id,pitch_num,pitch_result,pitch_type,speed,pitcher_code,pitcher_name,batter_code,batter_name,balls,strikes,outs,cross_plate_x,cross_plate_y_plane,plate_z,top_sz,bottom_sz,stance
102,2,1,260405_143159,1,T,커브,111,54729,황준서,67207,이유찬,0,1,2,-0.698311,0.7083,2.5326271548658568,3.25,1.576,R
103,2,1,260405_143210,2,S,포크,133,54729,황준서,67207,이유찬,0,2,2,-0.143804,0.7083,0.8769318989699317,3.25,1.576,R
104,2,1,260405_143226,3,H,포크,132,54729,황준서,67207,이유찬,0,2,2,-0.526772,0.7083,2.518699936651479,3.25,1.576,R
108,3,0,260405_143434,1,T,투심,140,55239,잭로그,78288,최재훈,0,1,0,0.474201,0.7083,2.5472144358947646,3.261,1.582,R
109,3,0,260405_143448,2,B,직구,145,55239,잭로그,78288,최재훈,1,1,0,2.13212,0.7083,3.241079389777846,3.261,1.582,R
110,3,0,260405_143504,3,H,직구,143,55239,잭로그,78288,최재훈,1,1,0,-0.101415,0.7083,2.2445598368564337,3.261,1.582,R
113,3,0,260405_143545,1,B,스위퍼,127,55239,잭로그,65703,이도윤,1,0,1,-1.42438,0.7083,1.911642431535424,3.186,1.545,L
114,3,0,260405_143559,2,H,커터,138,55239,잭로그,65703,이도윤,1,0,1,0.046598,0.7083,2.733100097544429,3.186,1.545,L
117,3,0,260405_143700,1,S,직구,143,55239,잭로그,56754,오재원,0,1,1,0.229871,0.7083,2.622304948110548,3.248,1.576,L
118,3,0,260405_143723,2,S,스위퍼,126,55239,잭로그,56754,오재원,0,2,1,-1.91385,0.7083,1.5765924009061858,3.248,1.576,L
119,3,0,260405_143750,3,F,스위퍼,126,55239,잭로그,56754,오재원,0,2,1,-0.500676,0.7083,1.9330109689550192,3.248,1.576,L
120,3,0,260405_143818,4,B,직구,146,55239,잭로그,56754,오재원,1,2,1,-1.06033,0.7083,3.0153119855149515,3.248,1.576,L
121,3,0,260405_143842,5,H,직구,147,55239,잭로그,56754,오재원,1,2,1,0.098547,0.7083,3.6945165145540173,3.248,1.576,L
125,3,0,260405_143933,1,S,스위퍼,127,55239,잭로그,54730,페라자,0,1,2,-1.00639,0.7083,1.6281978825400318,3.25,1.576,R
126,3,0,260405_143956,2,T,스위퍼,126,55239,잭로그,54730,페라자,0,2,2,0.398814,0.7083,1.923575424550282,3.25,1.576,R
127,3,0,260405_144022,3,B,직구,146,55239,잭로그,54730,페라자,1,2,2,-0.100857,0.7083,4.661635261529054,3.25,1.576,R
128,3,0,260405_144046,4,B,직구,147,55239,잭로그,54730,페라자,2,2,2,-0.450744,0.7083,3.727581385205731,3.25,1.576,R
129,3,0,260405_144113,5,F,직구,147,55239,잭로그,54730,페라자,2,2,2,-0.668747,0.7083,3.234120421215525,3.25,1.576,R
130,3,0,260405_144143,6,F,직구,149,55239,잭로그,54730,페라자,2,2,2,-0.1872,0.7083,3.0772750182587685,3.25,1.576,R
131,3,0,260405_144214,7,B,직구,146,55239,잭로그,54730,페라자,3,2,2,-0.541333,0.7083,4.17954048236579,3.25,1.576,R
132,3,0,260405_144240,8,F,스위퍼,126,55239,잭로그,54730,페라자,3,2,2,-0.775813,0.7083,2.473310325378112,3.25,1.576,R
133,3,0,260405_144312,9,H,직구,146,55239,잭로그,54730,페라자,3,2,2,-0.139503,0.7083,2.985549913981692,3.25,1.576,R
137,3,1,260405_144520,1,T,커브,108,54729,황준서,55252,박준순,0,1,0,-0.115749,0.7083,2.406706171930785,3.27,1.586,R
138,3,1,260405_144532,2,F,직구,143,54729,황준서,55252,박준순,0,2,0,-1.15242,0.7083,2.9475318813800873,3.27,1.586,R
139,3,1,260405_144554,3,S,커브,110,54729,황준서,55252,박준순,0,3,0,-0.307671,0.7083,2.3566517231459505,3.27,1.586,R
142,3,1,260405_144622,1,B,직구,143,54729,황준서,79231,정수빈,1,0,1,0.211357,0.7083,3.5897312126233203,3.221,1.562,L
143,3,1,260405_144636,2,B,슬라이더,126,54729,황준서,79231,정수빈,2,0,1,-1.25053,0.7083,1.823670953764783,3.221,1.562,L
144,3,1,260405_144651,3,T,슬라이더,125,54729,황준서,79231,정수빈,2,1,1,0.312529,0.7083,3.249201731518167,3.221,1.562,L
145,3,1,260405_144705,4,W,직구,142,54729,황준서,79231,정수빈,2,2,1,-0.180864,0.7083,3.308889903793124,3.221,1.562,L
146,3,1,260405_144730,5,H,직구,144,54729,황준서,79231,정수빈,2,2,1,-0.002606,0.7083,2.403370737512029,3.221,1.562,L
149,3,1,260405_144806,1,B,커브,111,54729,황준서,76232,양의지,1,0,2,-1.0602,0.7083,2.8290705369293185,3.311,1.606,R
150,3,1,260405_144819,2,F,직구,141,54729,황준서,76232,양의지,1,1,2,-0.041935,0.7083,3.5084308693513324,3.311,1.606,R
151,3,1,260405_144838,3,F,직구,143,54729,황준서,76232,양의지,1,2,2,-0.93837,0.7083,3.1432092286610294,3.311,1.606,R
152,3,1,260405_144900,4,B,직구,146,54729,황준서,76232,양의지,2,2,2,2.56294,0.7083,3.8892575659404254,3.311,1.606,R
153,3,1,260405_144917,5,H,슬라이더,126,54729,황준서,76232,양의지,2,2,2,-0.24193,0.7083,2.591967007457806,3.311,1.606,R
157,4,0,260405_145136,1,T,체인지업,133,55239,잭로그,66704,김태연,0,1,0,-0.599871,0.7083,2.5767604680591165,3.232,1.568,R
158,4,0,260405_145150,2,F,직구,145,55239,잭로그,66704,김태연,0,2,0,-0.516589,0.7083,2.610608353680039,3.232,1.568,R
159,4,0,260405_145213,3,T,스위퍼,127,55239,잭로그,66704,김태연,0,3,0,0.312131,0.7083,2.787363467667159,3.232,1.568,R
162,4,0,260405_145244,1,B,커터,137,55239,잭로그,69737,노시환,1,0,1,-1.12234,0.7083,3.178189836903296,3.364,1.631,R
163,4,0,260405_145300,2,F,직구,146,55239,잭로그,69737,노시환,1,1,1,-0.519619,0.7083,2.4254033618741104,3.364,1.631,R
164,4,0,260405_145325,3,B,직구,147,55239,잭로그,69737,노시환,2,1,1,-1.20465,0.7083,2.8196804265657516,3.364,1.631,R
165,4,0,260405_145345,4,B,직구,145,55239,잭로그,69737,노시환,3,1,1,-0.923879,0.7083,2.023829911278884,3.364,1.631,R
166,4,0,260405_145407,5,B,직구,145,55239,잭로그,69737,노시환,4,1,1,1.01072,0.7083,3.5218791036801167,3.364,1.631,R
169,4,0,260405_145457,1,B,스위퍼,126,55239,잭로그,68050,강백호,1,0,1,0.966432,0.7083,2.155468179274421,3.333,1.616,L
170,4,0,260405_145516,2,F,직구,144,55239,잭로그,68050,강백호,1,1,1,0.341856,0.7083,2.0079323356375287,3.333,1.616,L
171,4,0,260405_145550,3,F,직구,145,55239,잭로그,68050,강백호,1,2,1,0.822063,0.7083,3.615177593131298,3.333,1.616,L
172,4,0,260405_145619,4,H,스위퍼,127,55239,잭로그,68050,강백호,1,2,1,0.82984,0.7083,3.2851937030903873,3.333,1.616,L
177,4,0,260405_145746,1,B,스위퍼,125,55239,잭로그,79192,채은성,1,0,2,1.23694,0.7083,3.584159504544194,3.424,1.661,R
178,4,0,260405_145808,2,B,직구,143,55239,잭로그,79192,채은성,2,0,2,1.33419,0.7083,2.6377470598644637,3.424,1.661,R
179,4,0,260405_145834,3,F,직구,145,55239,잭로그,79192,채은성,2,1,2,-0.453572,0.7083,3.43289890564971,3.424,1.661,R
181,4,0,260405_145926,4,B,직구,145,55239,잭로그,79192,채은성,3,1,2,1.07405,0.7083,3.9561688720026784,3.424,1.661,R
182,4,0,260405_145952,5,B,직구,144,55239,잭로그,79192,채은성,4,1,2,1.24321,0.7083,2.646007699098526,3.424,1.661,R
186,4,0,260405_150034,1,S,직구,144,55239,잭로그,62700,하주석,0,1,2,0.24472,0.7083,3.5525614423243663,3.395,1.647,L
187,4,0,260405_150056,2,S,스위퍼,126,55239,잭로그,62700,하주석,0,2,2,0.215448,0.7083,3.0041130148106334,3.395,1.647,L
188,4,0,260405_150124,3,B,스위퍼,128,55239,잭로그,62700,하주석,1,2,2,-1.39437,0.7083,1.5375098750774852,3.395,1.647,L
189,4,0,260405_150149,4,S,스위퍼,126,55239,잭로그,62700,하주석,1,3,2,-2.0834,0.7083,0.9194111895184056,3.395,1.647,L
193,4,1,260405_150357,1,F,직구,140,54729,황준서,56251,카메론,0,1,0,-0.089662,0.7083,1.660415466613164,3.378,1.639,R
194,4,1,260405_150416,2,S,커브,108,54729,황준서,56251,카메론,0,2,0,-0.153598,0.7083,1.1934504515678377,3.378,1.639,R
195,4,1,260405_150432,3,S,커브,109,54729,황준서,56251,카메론,0,3,0,0.024102,0.7083,2.146970045326664,3.378,1.639,R
198,4,1,260405_150506,1,T,커브,109,54729,황준서,51203,안재석,0,1,1,0.214037,0.7083,3.0092898995486532,3.422,1.66,L
199,4,1,260405_150518,2,T,직구,145,54729,황준서,51203,안재석,0,2,1,-0.196225,0.7083,2.9975597807528676,3.422,1.66,L
200,4,1,260405_150542,3,S,직구,146,54729,황준서,51203,안재석,0,3,1,-0.938543,0.7083,2.42823185130297,3.422,1.66,L
203,4,1,260405_150613,1,T,직구,144,54729,황준서,64153,양석환,0,1,2,-0.795785,0.7083,1.8448038844840748,3.415,1.656,R
204,4,1,260405_150632,2,B,커브,111,54729,황준서,64153,양석환,1,1,2,-1.97549,0.7083,0.1152493604491891,3.415,1.656,R
205,4,1,260405_150648,3,T,포크,127,54729,황준서,64153,양석환,1,2,2,0.476797,0.7083,3.2770140022294294,3.415,1.656,R
206,4,1,260405_150722,4,F,직구,142,54729,황준서,64153,양석환,1,2,2,-0.644498,0.7083,3.2433416936104877,3.415,1.656,R
207,4,1,260405_150747,5,T,커브,109,54729,황준서,64153,양석환,1,3,2,0.44457,0.7083,3.2375103925730473,3.415,1.656,R
211,5,0,260405_150956,1,B,직구,142,55239,잭로그,78288,최재훈,1,0,0,0.948457,0.7083,2.836124643466225,3.261,1.582,R
212,5,0,260405_151010,2,B,직구,143,55239,잭로그,78288,최재훈,2,0,0,-1.06144,0.7083,2.0262421313303234,3.261,1.582,R
213,5,0,260405_151032,3,T,직구,144,55239,잭로그,78288,최재훈,2,1,0,0.198604,0.7083,2.5550308501187393,3.261,1.582,R
214,5,0,260405_151051,4,H,직구,143,55239,잭로그,78288,최재훈,2,1,0,-0.48725,0.7083,2.567668605672324,3.261,1.582,R
217,5,0,260405_151151,1,H,직구,143,55239,잭로그,65703,이도윤,0,0,0,-0.215892,0.7083,2.6767203041886023,3.186,1.545,L
223,5,0,260405_151354,1,H,직구,137,55239,잭로그,56754,오재원,0,0,0,-0.114044,0.7083,1.5147540793531746,3.248,1.576,L
228,5,0,260405_151443,1,F,스위퍼,127,55239,잭로그,54730,페라자,0,1,1,0.164299,0.7083,1.6435010988852081,3.25,1.576,R
229,5,0,260405_151509,2,B,직구,145,55239,잭로그,54730,페라자,1,1,1,1.06132,0.7083,3.868619116351602,3.25,1.576,R
230,5,0,260405_151532,3,F,직구,146,55239,잭로그,54730,페라자,1,2,1,0.649097,0.7083,2.495885176667544,3.25,1.576,R
231,5,0,260405_151604,4,S,스위퍼,126,55239,잭로그,54730,페라자,1,3,1,-0.407894,0.7083,2.0928166467734903,3.25,1.576,R
234,5,0,260405_151643,1,F,직구,145,55239,잭로그,66704,김태연,0,1,2,-0.792117,0.7083,3.2800046919886956,3.232,1.568,R
235,5,0,260405_151720,2,B,직구,145,55239,잭로그,66704,김태연,1,1,2,0.924,0.7083,4.2548024869776775,3.232,1.568,R
236,5,0,260405_151743,3,S,스위퍼,125,55239,잭로그,66704,김태연,1,2,2,-0.356144,0.7083,1.3800507501300094,3.232,1.568,R
237,5,0,260405_151810,4,H,직구,147,55239,잭로그,66704,김태연,1,2,2,0.722612,0.7083,3.4895968185797512,3.232,1.568,R
241,5,1,260405_152038,1,H,직구,140,54729,황준서,64646,박찬호,0,0,0,0.066788,0.7083,2.731852928805131,3.247,1.575,R
244,5,1,260405_152123,1,T,직구,142,54729,황준서,50204,박지훈,0,1,0,-0.583628,0.7083,2.1474262098726618,3.38,1.639,R
247,5,1,260405_152224,2,B,직구,141,54729,황준서,50204,박지훈,1,1,0,0.051809,0.7083,0.7370585488029262,3.38,1.639,R
248,5,1,260405_152253,3,H,직구,137,54729,황준서,50204,박지훈,1,1,0,-0.291291,0.7083,2.9185811032187785,3.38,1.639,R
252,5,1,260405_152338,1,B,커브,110,54729,황준서,67207,이유찬,1,0,1,-0.041834,0.7083,4.134349096483469,3.25,1.576,R
253,5,1,260405_152356,2,S,직구,143,54729,황준서,67207,이유찬,1,1,1,-0.926409,0.7083,1.6150913838781489,3.25,1.576,R
254,5,1,260405_152417,3,B,포크,131,54729,황준서,67207,이유찬,2,1,1,0.937513,0.7083,0.04050730021149507,3.25,1.576,R
255,5,1,260405_152445,4,B,포크,126,54729,황준서,67207,이유찬,3,1,1,0.42872,0.7083,4.289679887746749,3.25,1.576,R
256,5,1,260405_152504,5,F,직구,142,54729,황준서,67207,이유찬,3,2,1,-0.378604,0.7083,2.5375098119502395,3.25,1.576,R
257,5,1,260405_152529,6,B,직구,144,54729,황준서,67207,이유찬,4,2,1,-1.92904,0.7083,2.587370365653853,3.25,1.576,R
261,5,1,260405_152849,1,F,직구,146,69213,윤산흠,55252,박준순,0,1,1,0.678117,0.7083,1.7218201837345237,3.27,1.586,R
262,5,1,260405_152912,2,B,커브,126,69213,윤산흠,55252,박준순,1,1,1,1.54949,0.7083,0.5411871440218317,3.27,1.586,R
264,5,1,260405_153001,3,H,직구,145,69213,윤산흠,55252,박준순,1,1,1,-0.394236,0.7083,3.1313701914535983,3.27,1.586,R
269,5,1,260405_153100,1,T,커브,123,69213,윤산흠,79231,정수빈,0,1,1,0.69808,0.7083,2.8166237873378037,3.221,1.562,L
270,5,1,260405_153114,2,H,슬라이더,131,69213,윤산흠,79231,정수빈,0,1,1,-0.528082,0.7083,2.1680903837528307,3.221,1.562,L
273,5,1,260405_153151,1,B,커브,124,69213,윤산흠,76232,양의지,1,0,2,0.635028,0.7083,3.8227231832759125,3.311,1.606,R
274,5,1,260405_153206,2,H,커브,124,69213,윤산흠,76232,양의지,1,0,2,0.186794,0.7083,2.646983784713006,3.311,1.606,R
278,6,0,260405_153627,1,F,커터,138,55239,잭로그,69737,노시환,0,1,0,-0.807715,0.7083,2.9469396169139768,3.364,1.631,R
279,6,0,260405_153648,2,F,커터,138,55239,잭로그,69737,노시환,0,2,0,-1.2877,0.7083,2.950443102798599,3.364,1.631,R
280,6,0,260405_153711,3,F,스위퍼,126,55239,잭로그,69737,노시환,0,2,0,0.414663,0.7083,2.0324095756147464,3.364,1.631,R
